character,season,episode,title,airdate,rating,n_lines,md_F1_mean,md_F2_mean,inout_F1_mean,ep_order,season_f
Mikasa Ackerman,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,1,3.4086614853851,0.9270285569940542,-0.3594298043720077,43,Season 3
Mikasa Ackerman,3,13,The Town Where Everything Began,2019-04-28,9.3,1,-0.33563475829483863,-0.4483024216590574,1.7922961351544628,44,Season 3
Mikasa Ackerman,3,14,Thunder Spears,2019-05-05,9.3,4,-0.31550072034217125,-0.3827877350567959,-0.12052760497108209,45,Season 3
Mikasa Ackerman,3,18,Midnight Sun,2019-06-02,9.6,1,-0.33563475829483863,-0.4483024216590574,-0.3594298043720077,63,Season 3
Mikasa Ackerman,3,20,That Day,2019-06-16,9.6,2,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,50,Season 3
Mikasa Ackerman,3,21,The Attack Titan,2019-06-23,9.6,1,-0.33563475829483863,-0.4483024216590574,-0.4644676693305801,51,Season 3
Mikasa Ackerman,4,11,Impostors,2021-02-21,8.6,1,-0.3424845081155457,-0.1988118919696416,-0.5695055342891525,70,Season 4
Mikasa Ackerman,4,17,Judgement,2022-01-09,9.5,1,-0.3576994195692165,0.07949816681957035,0.5494371207079161,57,Season 4
Mikasa Ackerman,4,18,Sneak Attack,2022-01-16,9.5,1,-0.35084966974850945,-0.16999236286984545,0.5494371207079161,58,Season 4
Mikasa Ackerman,4,22,Thaw,2022-02-13,9.1,3,-0.02475612812324075,0.20391938286710265,0.43712521145348826,59,Season 4
Mikasa Ackerman,4,27,Retrospective,2022-03-20,9.5,1,-0.4238934033923503,1.6628999322554536,-1.1289768617876865,9,Season 4
Mikasa Ackerman,4,28,The Dawn of Humanity,2022-04-03,9.6,8,-0.2783245305355342,0.06847199092831456,0.0528866921975438,83,Season 4
Mike Zacharias,2,1,Beast Titan,2017-04-01,9.3,8,-0.3054337013658376,-0.3500303917556652,0.5999834422194199,28,Season 2
Moblit Berner,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,1,-0.35618400775695985,0.30016916740919003,-0.06961332865999585,27,Season 1
Moblit Berner,2,2,I'm Home,2017-04-08,9,1,-0.33563475829483863,-0.4483024216590574,0.4898579988385384,29,Season 2
Moblit Berner,2,9,Opening,2017-05-27,8.8,1,-0.33563475829483863,-0.4483024216590574,-0.3594298043720077,33,Season 2
Moblit Berner,2,10,Children,2017-06-03,9.1,2,0.9785109607856299,-0.13581008378177112,-0.15815175698302392,62,Season 2
Moblit Berner,3,1,Smoke Signal,2018-07-22,8.6,1,-0.33563475829483863,-0.4483024216590574,-0.5695055342891525,36,Season 3
Moblit Berner,3,2,Pain,2018-07-29,8.8,3,-0.33563475829483863,-0.4483024216590574,-0.40287479907943363,37,Season 3
Moblit Berner,3,3,Old Story,2018-08-05,8.7,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,77,Season 3
Mr. Leonhart,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,2,0.9304531814473902,-0.11250932416612308,0.6379755490309442,27,Season 1
Mr. Leonhart,4,5,Declaration of War,2021-01-10,9.5,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,64,Season 4
Mr. Leonhart,4,23,Sunset,2022-02-20,9,1,-0.33563475829483863,-0.4483024216590574,-0.9189011318705419,6,Season 4
Nanaba,2,1,Beast Titan,2017-04-01,9.3,1,-0.33563475829483863,-0.4483024216590574,-0.6290846561585299,28,Season 2
Nanaba,2,4,Soldier,2017-04-22,9.1,10,-0.33511586791654946,-0.14765696435979542,0.31545456388750975,61,Season 2
Nicolo,4,9,Brave Volunteers,2021-02-07,9.2,3,0.06612211316341902,-0.13055731720683783,0.220328940227847,54,Season 4
Nile Dok,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,14,0.2944836565422415,0.27264869127413915,-0.08982907662511859,20,Season 1
Nile Dok,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,5,1.0330299185258955,1.571867911338201,0.7187059536706931,27,Season 1
Nile Dok,3,3,Old Story,2018-08-05,8.7,7,-0.13655326412527857,0.20005019427589044,0.20328836352576327,77,Season 3
Nile Dok,3,4,Trust,2018-08-12,8.6,5,-0.042433552816957765,-0.18600960025051178,-0.19840736646082072,78,Season 3
Nile Dok,3,22,Beyond the Wall,2019-06-30,9.4,1,-0.33563475829483863,-0.4483024216590574,-0.3594298043720077,52,Season 3
Nile Dok,4,18,Sneak Attack,2022-01-16,9.5,2,-0.31266366623428776,-0.21078294811945147,1.101848258816359,58,Season 4
Nile Dok,4,22,Thaw,2022-02-13,9.1,1,-0.26194835630487623,0.06324685443940445,1.127786942697356,59,Season 4
Oluo Bozado,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,1,-0.33563475829483863,-0.4483024216590574,-0.7341225211171023,73,Season 1
Oluo Bozado,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,1,0.07550986095319791,0.5322705592753565,1.5037627888770346,20,Season 1
Oluo Bozado,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,4,-0.32243677480938643,-0.3919153173116084,0.04912978783824026,80,Season 1
Oluo Bozado,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,1,-0.33563475829483863,-0.4483024216590574,0.6544749856664884,2,Season 1
Oluo Bozado,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,1,-0.33563475829483863,-0.4483024216590574,1.0493293263370727,21,Season 1
Oluo Bozado,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,2,-0.12175748359133644,1.2421207257562186,0.8613414032472335,22,Season 1
Oluo Bozado,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,8.8,4,-0.3493342579362528,0.05067863771977421,0.41268425628780914,81,Season 1
Oluo Bozado,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,6,-0.2833834132731164,-0.17353577737507261,-0.21345179573720185,23,Season 1
Onyankopon,4,9,Brave Volunteers,2021-02-07,9.2,3,-0.30938497012182786,-0.24399138939660575,0.09500365816795416,54,Season 4
Onyankopon,4,11,Impostors,2021-02-21,8.6,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,70,Season 4
Onyankopon,4,13,Children of the Forest,2021-03-07,9.1,4,-0.3393456629415711,0.35027182358616793,0.48674303138401187,74,Season 4
Onyankopon,4,17,Judgement,2022-01-09,9.5,4,-0.14309943454134944,-0.010034405587165625,0.4652031887670952,57,Season 4
Onyankopon,4,22,Thaw,2022-02-13,9.1,2,-0.34324221402167404,-0.3091473922644514,0.7037846058093749,59,Season 4
Onyankopon,4,24,Pride,2022-02-27,8.6,2,0.054478340848415324,0.9085463358946626,1.3024847414880507,60,Season 4
Onyankopon,4,26,Traitor,2022-03-13,9.3,4,-0.33563475829483863,-0.4483024216590574,-0.5695055342891525,8,Season 4
Onyankopon,4,28,The Dawn of Humanity,2022-04-03,9.6,1,-0.33563475829483863,-0.4483024216590574,0.7595128506250608,83,Season 4
Pastor Nick,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,2,-0.20348231414730028,0.6328048457038893,0.10508447013069905,20,Season 1
Pastor Nick,1,23,Smile - Assault on Stohess (1),2013-09-15,8.4,2,-0.18051122208674938,0.8703243192434951,1.8846854405311824,3,Season 1
Pastor Nick,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,4,-0.2855935738144052,-0.13614067926237755,0.2443107372880406,27,Season 1
Pastor Nick,2,1,Beast Titan,2017-04-01,9.3,1,1.0342557104180865,0.9097632046149671,0.4101172530436713,28,Season 2
Petra Ral,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,2,-0.33905963320519217,-0.3235571568143495,-0.5695055342891525,73,Season 1
Petra Ral,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,8,-0.18859023288487764,-0.23198661771846962,-0.6797913688493569,80,Season 1
Petra Ral,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,3,-0.33563475829483863,-0.4483024216590574,-0.685970733482949,2,Season 1
Petra Ral,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,1,-0.33563475829483863,-0.4483024216590574,-0.5695055342891525,22,Season 1
Petra Ral,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,8.8,1,-0.25509860648416915,-0.18624367525001137,-1.1289768617876867,81,Season 1
Petra Ral,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,3,-0.35897239496794775,0.30977567710912207,-0.2779772268310687,23,Season 1
Petra Ral,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,1,0.05840946364616431,1.4623561904538973,1.4960610347696515,24,Season 1
Pieck Finger,3,15,Descent,2019-05-12,9.4,2,-0.33563475829483863,-0.4483024216590574,-0.7176230844815582,46,Season 3
Pieck Finger,4,2,Midnight Train,2020-12-13,8.7,4,0.1630369789387706,-8.425705590335494e-4,0.7531885708341346,67,Season 4
Pieck Finger,4,4,From One Hand to Another,2020-12-27,8.5,3,-0.33791800823507434,-0.3651389117625855,-0.9424864192881753,82,Season 4
Pieck Finger,4,5,Declaration of War,2021-01-10,9.5,3,-0.31803744698090236,-0.37311961586245873,0.13887636268690795,64,Season 4
Pieck Finger,4,6,The War Hammer Titan,2021-01-17,9.6,3,-0.3447677580557814,-0.11564838207316967,0.20932931580415082,68,Season 4
Pieck Finger,4,7,Assault,2021-01-24,9.6,7,0.508862621001837,0.04849620413652503,0.5765137959170821,53,Season 4
Pieck Finger,4,8,Assassin's Bullet,2021-01-31,9.2,2,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,69,Season 4
Pieck Finger,4,11,Impostors,2021-02-21,8.6,2,-0.33563475829483863,-0.4483024216590574,0.10829378246709864,70,Season 4
Pieck Finger,4,16,Heaven and Earth,2021-03-28,9.1,25,-0.08562411027811978,-0.09709343235605256,0.22367379169883317,56,Season 4
Pieck Finger,4,17,Judgement,2022-01-09,9.5,3,-0.25218872080246824,-0.2059669205669868,0.6936408972587146,57,Season 4
Pieck Finger,4,18,Sneak Attack,2022-01-16,9.5,2,0.3553264041361222,0.13604384860814697,0.8911309641819223,58,Season 4
Pieck Finger,4,19,Two Brothers,2022-01-23,9.6,1,-0.33563475829483863,-0.4483024216590574,-0.17465119361856823,71,Season 4
Pieck Finger,4,22,Thaw,2022-02-13,9.1,2,-0.03128251030459922,0.1813499675012451,-0.6783942763014166,59,Season 4
Pieck Finger,4,23,Sunset,2022-02-20,9,1,-0.35618400775695985,0.30016916740919003,1.1543671912956452,6,Season 4
Pieck Finger,4,24,Pride,2022-02-27,8.6,1,-0.33563475829483863,-0.4483024216590574,-0.010034206790618238,60,Season 4
Pieck Finger,4,25,Night of the End,2022-03-06,8.7,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,7,Season 4
Pieck Finger,4,26,Traitor,2022-03-13,9.3,3,-0.33563475829483863,-0.4483024216590574,-0.2075242737138258,8,Season 4
Pieck Finger,4,27,Retrospective,2022-03-20,9.5,1,-0.33563475829483863,-0.4483024216590574,1.0759095749353618,9,Season 4
Porco Galliard,4,2,Midnight Train,2020-12-13,8.7,6,-0.3427370767509218,-0.23559039206791155,-0.7384896659622352,67,Season 4
Porco Galliard,4,3,The Door of Hope,2020-12-20,8.8,4,-0.2816319030538149,0.2702415270346653,0.6642350152705873,5,Season 4
Porco Galliard,4,4,From One Hand to Another,2020-12-27,8.5,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,82,Season 4
Porco Galliard,4,5,Declaration of War,2021-01-10,9.5,1,-0.33563475829483863,-0.4483024216590574,0.2532020203231046,64,Season 4
Porco Galliard,4,6,The War Hammer Titan,2021-01-17,9.6,6,-0.33905963320519217,-0.3235571568143495,-0.28769322557020094,68,Season 4
Porco Galliard,4,7,Assault,2021-01-24,9.6,1,-0.06448012017905484,1.4644215833774201,1.5037627888770346,53,Season 4
Porco Galliard,4,11,Impostors,2021-02-21,8.6,1,-0.3630337575776669,0.5496596970986058,0.9177112127802113,70,Season 4
Porco Galliard,4,16,Heaven and Earth,2021-03-28,9.1,1,2.2926566798660986,0.1766822540955152,-0.9973587482308252,56,Season 4
Porco Galliard,4,19,Two Brothers,2022-01-23,9.6,3,-0.1962147029884529,-0.11442459952409476,-0.5256328297701987,71,Season 4
Reiner Braun,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,6,-0.031049017559529067,-0.02952188524578887,0.32429703440761953,12,Season 1
Reiner Braun,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,2,-0.21483053057883444,-0.05521430204548844,0.677204357211086,1,Season 1
Reiner Braun,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,8.6,2,-0.33563475829483863,-0.4483024216590574,0.33165963668338794,15,Season 1
Reiner Braun,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,8.8,4,2.341488642410968,0.7324327474489734,0.6509448909714428,16,Season 1
Reiner Braun,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,3,0.20600759114081704,0.2906329640376958,-0.4205949648116263,21,Season 1
Reiner Braun,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,6,0.5724710086515225,0.46581243652868326,-0.26597072821648804,22,Season 1
Reiner Braun,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,2,-0.33563475829483863,-0.4483024216590574,-0.28976987053988534,23,Season 1
Reiner Braun,2,1,Beast Titan,2017-04-01,9.3,3,-0.33563475829483863,-0.4483024216590574,0.1101565725310191,28,Season 2
Reiner Braun,2,4,Soldier,2017-04-22,9.1,5,-0.33563475829483863,-0.4483024216590574,-0.44474382127342554,61,Season 2
Reiner Braun,2,5,Historia,2017-04-29,9.1,5,-0.03950346970987216,-0.0744464406583741,-0.3103016319605275,30,Season 2
Reiner Braun,2,6,Warrior,2017-05-06,9.7,11,0.06186602820039214,0.07353791809443457,-0.0809607931469566,31,Season 2
Reiner Braun,2,7,Close Combat,2017-05-13,9.7,1,-0.33563475829483863,-0.4483024216590574,-0.30626930717542966,4,Season 2
Reiner Braun,2,9,Opening,2017-05-27,8.8,22,-0.12981308601584488,-0.13393521970893724,0.09249464063676567,33,Season 2
Reiner Braun,2,10,Children,2017-06-03,9.1,13,-0.20893908077726053,-0.21845176610747924,0.193018841149151,62,Season 2
Reiner Braun,2,11,Charge,2017-06-10,9.3,1,-0.25509860648416915,-0.18624367525001137,0.38482013387996605,34,Season 2
Reiner Braun,2,12,Scream,2017-06-17,9.4,1,-0.303392073815151,0.525717584798986,0.6999337287556832,35,Season 2
Reiner Braun,3,14,Thunder Spears,2019-05-05,9.3,11,-0.20206128315908425,-0.3409150800905084,-0.2459760287188366,45,Season 3
Reiner Braun,3,15,Descent,2019-05-12,9.4,9,0.2806032726663397,0.18967351764645743,-0.024985512563231768,46,Season 3
Reiner Braun,3,17,Hero,2019-05-26,9.8,3,-0.19330481730675195,-0.13414784484107012,0.11901665539711548,48,Season 3
Reiner Braun,4,2,Midnight Train,2020-12-13,8.7,17,0.026363714126629068,0.08845397850002384,0.11949184016975757,67,Season 4
Reiner Braun,4,3,The Door of Hope,2020-12-20,8.8,14,-0.047271236589530786,0.5084234015864987,0.5635635370258464,5,Season 4
Reiner Braun,4,4,From One Hand to Another,2020-12-27,8.5,5,-0.33563475829483863,-0.4483024216590574,-0.2946101086884709,82,Season 4
Reiner Braun,4,5,Declaration of War,2021-01-10,9.5,9,-0.26088248385696794,-0.1591945305173308,-0.35323794258692487,64,Season 4
Reiner Braun,4,11,Impostors,2021-02-21,8.6,2,-0.33563475829483863,-0.4483024216590574,0.6512656733300887,70,Season 4
Reiner Braun,4,17,Judgement,2022-01-09,9.5,1,0.0378602141840431,2.2108277795221447,1.2594050562542174,57,Season 4
Reiner Braun,4,18,Sneak Attack,2022-01-16,9.5,3,-0.32488719680160943,-0.12362908617304294,-0.48176012525124484,58,Season 4
Reiner Braun,4,19,Two Brothers,2022-01-23,9.6,2,-0.2953666823895039,-0.3172730484545344,-1.0239389968291144,71,Season 4
Reiner Braun,4,22,Thaw,2022-02-13,9.1,2,-0.34324221402167404,-0.3091473922644514,0.05577484998781246,59,Season 4
Reiner Braun,4,25,Night of the End,2022-03-06,8.7,5,-0.2661272499145069,0.006046682697671235,-0.6735917761055802,7,Season 4
Reiner Braun,4,26,Traitor,2022-03-13,9.3,4,-0.2269234621920239,-0.13486553527727202,0.31397067112016297,8,Season 4
Reiner Braun,4,27,Retrospective,2022-03-20,9.5,1,-0.35084966974850945,-0.16999236286984545,0.46327775024024936,9,Season 4
Rod Reiss,3,1,Smoke Signal,2018-07-22,8.6,2,0.39807940133961267,0.0471675600987172,-0.23725093806059916,36,Season 3
Rod Reiss,3,3,Old Story,2018-08-05,8.7,1,-0.33563475829483863,-0.4483024216590574,-0.22781169081514627,77,Season 3
Rod Reiss,3,6,Sin,2018-08-26,9,13,-0.21656056821179465,-0.35191790551101165,-0.6652378053205851,38,Season 3
Rod Reiss,3,7,Wish,2018-09-02,9.2,21,-0.10987228037242781,-0.042006211339459226,-0.49943716003548083,39,Season 3
Rod Reiss,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,1,-0.33563475829483863,-0.4483024216590574,-0.7872830183136804,40,Season 3
Rod Reiss,3,10,Friends,2018-09-23,9.1,1,-0.3493342579362528,0.050678637719774204,0.8126733478216389,84,Season 3
Samuel Linke-Jackson,4,26,Traitor,2022-03-13,9.3,3,0.6759051301446475,1.3195387453605074,1.1893798129485025,8,Season 4
Sasha Blouse,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,2,0.2772751736236085,-0.3459205595148518,-1.1289768617876867,12,Season 1
Sasha Blouse,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,3,1.107262466954996,0.5525194978626042,0.5181500791828993,1,Season 1
Sasha Blouse,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,8.6,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,15,Season 1
Sasha Blouse,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,8.8,1,0.08083862033268131,0.9042053951241396,0.5683156151988217,16,Season 1
Sasha Blouse,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,1,1.2624251449306299,1.18277246500663,1.2859853048525067,23,Season 1
Sasha Blouse,1,23,Smile - Assault on Stohess (1),2013-09-15,8.4,1,-0.33563475829483863,-0.4483024216590574,-1.0239389968291144,3,Season 1
Sasha Blouse,2,1,Beast Titan,2017-04-01,9.3,2,-0.33563475829483863,-0.4483024216590574,-0.18794131791771262,28,Season 2
Sasha Blouse,2,2,I'm Home,2017-04-08,9,10,0.632839973934794,0.10268663479143782,-0.022372707947618118,29,Season 2
Sasha Blouse,2,5,Historia,2017-04-29,9.1,1,2.1160049693789498,-0.038774973082234813,0.09500365816795414,30,Season 2
Sasha Blouse,2,6,Warrior,2017-05-06,9.7,2,-0.33563475829483863,-0.4483024216590574,-0.7176230844815582,31,Season 2
Sasha Blouse,2,11,Charge,2017-06-10,9.3,1,-0.3424845081155457,-0.1988118919696416,-1.1289768617876867,34,Season 2
Sasha Blouse,3,1,Smoke Signal,2018-07-22,8.6,1,-0.33563475829483863,-0.4483024216590574,-0.5695055342891525,36,Season 3
Sasha Blouse,3,3,Old Story,2018-08-05,8.7,1,-0.33563475829483863,-0.4483024216590574,0.2532020203231046,77,Season 3
Sasha Blouse,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,1,-0.33563475829483863,-0.4483024216590574,0.4366975016419603,40,Season 3
Sasha Blouse,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,1,3.5990126955136628,0.6435047247929726,1.2859853048525067,43,Season 3
Sasha Blouse,3,14,Thunder Spears,2019-05-05,9.3,1,-0.33563475829483863,-0.4483024216590574,0.46327775024024936,45,Season 3
Sasha Blouse,4,8,Assassin's Bullet,2021-01-31,9.2,3,1.0668368160292043,-0.028081470192896085,-0.2079519835253538,69,Season 4
Sasha Blouse,4,9,Brave Volunteers,2021-02-07,9.2,1,-0.18410870629011905,0.4778333601997465,0.5494371207079161,54,Season 4
Sasha Blouse,4,28,The Dawn of Humanity,2022-04-03,9.6,1,-0.33563475829483863,-0.4483024216590574,-0.010034206790618255,83,Season 4
Theo Magath,4,1,Other Side of the Sea,2020-12-06,9,15,0.23003828215637362,0.22138856205801166,0.22004715570576405,66,Season 4
Theo Magath,4,2,Midnight Train,2020-12-13,8.7,13,-0.07679823003272701,-0.10538902518821375,0.04854024888482818,67,Season 4
Theo Magath,4,3,The Door of Hope,2020-12-20,8.8,8,-0.33563475829483863,-0.4483024216590574,-0.737397879750952,5,Season 4
Theo Magath,4,4,From One Hand to Another,2020-12-27,8.5,9,0.7545849646175448,-0.030232206787154044,-0.04294921794448618,82,Season 4
Theo Magath,4,5,Declaration of War,2021-01-10,9.5,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,64,Season 4
Theo Magath,4,6,The War Hammer Titan,2021-01-17,9.6,16,-0.02774372292661198,-0.11437526738478981,0.4034152093374208,68,Season 4
Theo Magath,4,7,Assault,2021-01-24,9.6,1,-0.11727205412086371,1.2388731659876242,1.0493293263370727,53,Season 4
Theo Magath,4,11,Impostors,2021-02-21,8.6,3,0.09922165115713684,-0.17573681463380203,1.2008071471837267,70,Season 4
Theo Magath,4,15,Sole Salvation,2021-03-21,9.5,4,-0.2820823942575436,-0.0022678321628570863,0.8648714979422791,75,Season 4
Theo Magath,4,16,Heaven and Earth,2021-03-28,9.1,1,-0.33563475829483863,-0.4483024216590574,-0.9973587482308252,56,Season 4
Theo Magath,4,17,Judgement,2022-01-09,9.5,8,-0.2668780629156796,-0.1566283861287882,0.14924046555382658,57,Season 4
Theo Magath,4,18,Sneak Attack,2022-01-16,9.5,5,-0.27424881913703725,-0.18299341277397824,-0.1579325712988684,58,Season 4
Theo Magath,4,23,Sunset,2022-02-20,9,1,-0.33563475829483863,-0.4483024216590574,-0.010034206790618238,6,Season 4
Theo Magath,4,25,Night of the End,2022-03-06,8.7,13,0.5269967655270257,0.531672195912779,0.7227788735202922,7,Season 4
Theo Magath,4,26,Traitor,2022-03-13,9.3,13,-0.012541890972232093,-0.10316082781429979,0.3539532117381581,8,Season 4
Theo Magath,4,27,Retrospective,2022-03-20,9.5,9,-0.05904253400156431,-0.09824748970881864,0.29016968253777564,9,Season 4
Theo Magath,4,28,The Dawn of Humanity,2022-04-03,9.6,2,-0.25509860648416915,-0.18624367525001143,0.6081859880962552,83,Season 4
Thomas Wagner,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,1,-0.23005089041122087,0.0027944131205346525,1.2859853048525067,1,Season 1
Thomas Wagner,1,5,First Battle - The Struggle for Trost (1),2013-05-05,8.4,1,-0.33563475829483863,-0.4483024216590574,0.20004152312652654,13,Season 1
Tom Ksaver,4,15,Sole Salvation,2021-03-21,9.5,23,0.2857729020383818,0.07476560225509274,-0.09057304298161876,75,Season 4
Udo,4,1,Other Side of the Sea,2020-12-06,9,4,-0.2693311075950007,0.14183785977916918,0.639580205199144,66,Season 4
Uri Reiss,3,10,Friends,2018-09-23,9.1,8,0.048042487059580946,0.28411223830576476,-0.3788838172827556,84,Season 3
Willy Tybur,4,4,From One Hand to Another,2020-12-27,8.5,22,0.07100795717628866,0.17303641621013377,0.13273238222214273,82,Season 4
Willy Tybur,4,5,Declaration of War,2021-01-10,9.5,42,-0.19154440710896692,0.09598907296676867,0.37856166078267206,64,Season 4
Willy Tybur,4,6,The War Hammer Titan,2021-01-17,9.6,15,-0.15697415298992579,-0.17029782285051714,0.7416817857954043,68,Season 4
Yelena,4,8,Assassin's Bullet,2021-01-31,9.2,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,69,Season 4
Yelena,4,9,Brave Volunteers,2021-02-07,9.2,16,0.3516734052904925,0.12383642509325266,0.38428216487906147,54,Season 4
Yelena,4,11,Impostors,2021-02-21,8.6,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,70,Season 4
Yelena,4,16,Heaven and Earth,2021-03-28,9.1,25,-0.030930257980538688,0.024800474787883237,0.17041040594749796,56,Season 4
Yelena,4,17,Judgement,2022-01-09,9.5,2,-0.35618400775695985,0.30016916740919003,1.036039202037928,57,Season 4
Yelena,4,18,Sneak Attack,2022-01-16,9.5,1,-0.02870506250583174,0.8782426227663386,1.4960610347696515,58,Season 4
Yelena,4,22,Thaw,2022-02-13,9.1,1,-0.3493342579362528,0.050678637719774204,1.1809474398939341,59,Season 4
Yelena,4,24,Pride,2022-02-27,8.6,1,1.6143171707828605,2.374813750135687,0.09500365816795414,60,Season 4
Yelena,4,25,Night of the End,2022-03-06,8.7,11,-0.3090220725370203,-0.06033244354096927,-0.18198269322783708,7,Season 4
Yelena,4,26,Traitor,2022-03-13,9.3,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,8,Season 4
Yelena,4,28,The Dawn of Humanity,2022-04-03,9.6,2,1.4361458089643033,1.1722899310167947,0.838612031702636,83,Season 4
Ymir,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,2,0.43793917995918913,0.34962120984813316,-0.28976987053988534,12,Season 1
Ymir,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,8,2,0.91658107251296,-0.1307644886757481,-0.6518140277031275,14,Season 1
Ymir,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,1,-0.33563475829483863,-0.4483024216590574,0.09500365816795414,73,Season 1
Ymir,2,2,I'm Home,2017-04-08,9,6,-0.33791800823507434,-0.3651389117625855,-0.2722635597134566,29,Season 2
Ymir,2,4,Soldier,2017-04-22,9.1,16,-0.33203253209867184,-0.31095676274621353,-0.5256138979492201,61,Season 2
Ymir,2,5,Historia,2017-04-29,9.1,21,0.18808542903664724,0.06053401679453934,-0.5367366865434984,30,Season 2
Ymir,2,6,Warrior,2017-05-06,9.7,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,31,Season 2
Ymir,2,9,Opening,2017-05-27,8.8,16,-0.15982996021878482,-0.3119091772227053,-0.6057561799736223,33,Season 2
Ymir,2,10,Children,2017-06-03,9.1,27,0.07431412292389741,-0.06614254985521097,-0.5567830038895943,62,Season 2
Ymir,2,11,Charge,2017-06-10,9.3,11,-0.06640729569775083,0.05446103265359276,-0.37759414227569804,34,Season 2
Ymir,2,12,Scream,2017-06-17,9.4,5,0.21876475123012717,-0.08657506474079427,-0.04981400469734268,35,Season 2
Ymir,3,7,Wish,2018-09-02,9.2,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,39,Season 3
Ymir,3,21,The Attack Titan,2019-06-23,9.6,3,-0.27675085479912237,-0.37648334593314076,-1.1289768617876867,51,Season 3
Zachary Daz,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,10,-0.29742160733571604,-0.2424258895477097,-0.10310311258736725,20,Season 1
Zachary Daz,3,5,Reply,2018-08-19,8.9,10,0.25288888168491364,0.25287580950663674,-0.1313145847478301,79,Season 3
Zachary Daz,3,6,Sin,2018-08-26,9,5,0.25605779888619107,0.262950541052316,-0.16548396909523067,38,Season 3
Zachary Daz,3,22,Beyond the Wall,2019-06-30,9.4,1,-0.33563475829483863,-0.4483024216590574,1.9239142487113243,52,Season 3
